0.000000000000000000e+00,1.049017630394583673e-08,3.316521203100695203e+00,3.338158528219266064e-01,3.260352851746516900e-01,2.974547505183429696e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.878202622931222976e+01,-1.304769841461869140e-01,-4.007186762574883876e-02,-2.678635153738648592e-02,-3.934506551460031920e-02,2.564605339341559376e-02,7.470781975732931901e-02,3.323288122721770876e-02,4.549841541614499385e-02,-8.233666473451127510e-02,-5.932951179976686529e-02,1.702162092857146397e-02,1.063415716368135283e-01,9.230451793759672415e-06,1.080288506190929099e-05,8.704851914664961659e-06,9.157115530683578638e-06,1.657837999742796664e-01,6.446168790675564549e-06,1.697361494746452696e-05,4.679680164216430364e-06,6.036856922436005099e-06,1.348227913485195376e-05,4.977582347042413498e-06,6.824435516771263225e-06,4.581777671049247491e-02
2.722323049001814776e-03,1.306214086696065306e-07,1.006206724760809301e+00,1.459863816057020980e-01,2.434287934458564950e-01,1.264208710744383346e-01,1.061140857077249311e-01,9.074410163339383453e-03,-4.150644763485655631e+01,3.208084262779123286e+00,3.711947771533085083e-01,2.159030620814111623e-01,-1.052708332173155764e-01,2.661062168961614849e-01,2.066924088151091410e-01,-2.304955100255577996e-02,-1.068587226422948733e-01,1.023974366236951733e-01,3.697642791298866860e-01,-8.264344942227666579e-02,2.694329224252477173e-02,6.394589867203898104e-03,1.016736351481464882e-03,1.276465748038919379e-01,3.855911813967396583e-03,1.321245962391469526e-02,2.756730949766125760e-03,2.049847569435802319e-01,9.196038154790311557e-04,3.106409648037475324e-03,4.804551619939751231e-03,4.077542983142442429e-02,9.259217092232360346e-04,6.205694572562722028e-02
5.444646098003629552e-03,1.622436567468279997e-07,2.845779231065305837e+00,1.717397624240332155e-01,2.585180167395140227e-01,1.050283873194665929e-01,1.238374375486613575e-02,2.722323049001814776e-03,-4.238521440393692785e+01,1.953323971595955388e+00,3.321237218095386967e-01,4.008660091538327475e-01,1.698303854273758573e-01,1.802559902127917335e-01,1.679576461674677224e-01,1.995252111869636191e-01,-2.664948921954812810e-02,1.499826277766887761e-01,5.549934991491421721e-02,-5.742815657632133891e-02,-6.870009374928164048e-02,2.210168130802772461e-03,3.348161390064285882e-04,1.515069312338506065e-02,1.668921794343234928e-03,2.706659889806697916e-02,3.874867702764199962e-04,3.724613694368129613e-01,8.750369476830001240e-05,1.349454866114451520e-04,1.498634214999715070e-03,9.133379784849482777e-03,2.490787256384764062e-04,1.017953274031872246e-01
3.629764065335753034e-03,2.054467708076960087e-07,3.169524847031063519e+00,1.669556709350976109e-01,2.507541753403359497e-01,1.085439372747833142e-01,2.432481320762587898e-02,3.629764065335753034e-03,-4.159473014017132186e+01,2.157784529087972025e+00,2.056439613585664961e-01,3.411597813123910528e-01,4.222392806995905468e-01,3.543528142130817349e-01,3.435154609665426184e-01,2.751706864257869034e-01,3.898776289971993270e-02,-8.130771978609588335e-02,-1.407203496573025958e-01,-6.029760484806771792e-02,2.171983564365711217e-01,1.929888481591039012e-03,2.074350912974419459e-04,1.010484881482302394e-01,8.237912646699391099e-04,2.991686189615881935e-03,4.183335248614397455e-04,3.402368502842637588e-01,8.641671472966678863e-05,5.731661291142394355e-04,1.436632520169830356e-03,1.585361809974695016e-02,6.134892218567900403e-04,9.492373600616658968e-02
4.990925589836660639e-03,2.007354965555946418e-07,3.056648696652492614e+00,1.654127678976856641e-01,2.513419251060702853e-01,1.078577205289297930e-01,3.759143235618217591e-03,3.629764065335753034e-03,-4.168598350055145119e+01,2.103315909834254871e+00,2.743781290496146719e-01,5.473755444678392035e-01,3.444505803961269708e-01,2.414001681719516734e-01,2.792503929526193862e-01,2.419047195349056933e-01,-1.403681290991981231e-02,-3.646085458264949203e-02,5.303265023520113697e-02,-2.183894884281332716e-01,-7.287511922162823175e-02,1.457096923784099952e-03,1.796242356408077562e-04,5.232124981370255001e-02,1.264335765784163406e-03,1.088044521732142028e-02,2.259716204723491136e-04,3.819350577028062799e-01,1.941494245380785070e-04,1.636697746471180658e-04,1.384884561237389967e-03,1.220271762307270462e-02,3.003462621054679184e-04,1.045063046684475833e-01
4.945553539019963835e-02,9.617583770409933171e-08,2.734388446904352676e+00,2.247373824631066774e-01,2.486701107418120837e-01,3.767162502929317092e-01,7.457335851009326208e-03,6.352087114337568244e-03,-4.208561128836607423e+01,2.020671050447747863e+00,5.737969580042219242e-01,3.432179562281210683e-01,2.498169809505512706e-01,2.543479442872532137e-01,4.540823794469341784e-02,2.532922424260585226e-01,1.224546107305009984e-01,4.574984847498987650e-02,7.249846022034216186e-02,1.025781795826755799e-01,-4.217411106204100972e-03,1.033823609114783689e-03,3.433209996792369999e-04,1.728785256250001817e-02,2.956537700923363154e-03,1.617412370263007770e-02,4.535186320813775038e-04,3.605847250170168827e-01,2.407361976370659404e-04,4.690034585526724588e-04,2.251731112650140389e-03,1.090363479793783966e-02,8.300949584817129143e-04,9.851664387574736448e-02
5.444646098003629725e-02,1.684148528942261378e-07,2.603740974418840892e+00,1.980390359425163727e-01,2.241858267294671581e-01,4.297807608991779937e-01,4.895833132988983150e-03,7.259528130671506069e-03,-4.094077889235276047e+01,1.613069847869864848e+00,6.279938021475562904e-01,5.268919958722343422e-01,2.461752885055271678e-01,3.871280629484681879e-01,8.862936914402032296e-02,1.429371489578716847e-01,4.310235833726346333e-01,5.957422702620015532e-03,1.295502662645644232e-01,1.100300235781177804e-01,-3.748667016331851121e-02,6.861035396225598259e-04,3.185206279228771395e-04,1.024047098562213820e-01,2.047802525742750592e-03,8.732679566651123729e-03,1.854615405900826726e-04,2.535198583874683220e-01,4.718321460623094285e-04,8.951100380488777016e-04,3.612861229791629932e-03,3.889100535704011902e-02,6.064479766345190004e-04,7.199313729089316938e-02
1.451905626134301214e-02,2.552148948449464787e-07,3.044332340288696592e+00,1.679907738920439486e-01,2.429728172263017349e-01,1.052005676773066639e-01,1.204964219631301896e-02,3.629764065335753034e-03,-4.148856630605290974e+01,1.899130087447077564e+00,2.608969508288944139e-01,6.999667776785487572e-01,2.898314140769646663e-01,1.093703900131802985e-02,1.014838950068852469e-01,1.238189919958395668e-01,7.193666852234914533e-02,8.822040477167614192e-03,-2.329824607171053497e-01,-4.308266880573348445e-02,1.304531403745762819e-01,1.591768621548001351e-03,1.607294980973824575e-04,1.009839077716239743e-02,5.873382059521769366e-04,6.777987537750964492e-03,1.221750844791103354e-03,3.909842308038115055e-01,9.319445289739026106e-05,1.112652022492236344e-04,2.368968441487814998e-03,3.757075639430702829e-02,2.781183446657779562e-04,1.070142653125373405e-01
3.176043557168783948e-02,1.964505338246173221e-07,2.427303466943493415e+00,1.651507928485843046e-01,2.492208511670103155e-01,1.023922130847827183e-01,2.741837529899951442e-02,2.722323049001814776e-03,-4.160995694615665741e+01,2.045506524701731887e+00,1.543743327519199737e-01,1.851572265118082705e-01,-1.124681128083151599e-01,1.067129454119289667e-01,2.821897060764897436e-01,3.143980694555684186e-01,1.260817679450926820e-01,1.688235504388818642e-01,2.562563842357671318e-01,1.531720850150459501e-01,2.968069035993243024e-02,5.514877642743035938e-04,2.258417522212247163e-04,1.512687883687261446e-02,2.611722095153801962e-04,6.174181519475373942e-02,1.186482440917786211e-03,2.654217636395373447e-01,1.241611558921146394e-04,3.282536616633328777e-04,2.079803099050277822e-03,1.229308201434070776e-02,1.502944293093051817e-04,7.295976365862609503e-02
1.633393829401088779e-02,2.229570426062966242e-07,2.869031728475271770e+00,1.511916261576328468e-01,2.420805078982585790e-01,9.985506658316098405e-02,7.760431243085664371e-03,3.629764065335753034e-03,-4.148450087770035566e+01,2.055564489228358660e+00,1.700895281529066216e-01,3.594655283830370252e-01,2.144394846440724478e-01,1.996114493157631342e-01,9.260708291405583825e-02,5.295682004674637927e-02,-1.074356802816588408e-01,1.391463228421302434e-01,2.097640669813545244e-01,4.499547218378580418e-03,-6.275218484528494178e-02,1.428035695961586780e-03,1.874220390099269032e-04,1.324322320509283557e-01,1.571342145217520395e-03,3.349302812728577328e-02,9.432838053719119027e-04,2.268100778280640606e-01,4.133970722125311203e-04,5.709603547092081000e-04,3.052550959393193590e-04,9.971351277605938063e-03,4.943443805420197389e-04,6.849230144877536952e-02
2.903811252268602427e-02,4.362396428914961608e-07,2.962682552429608318e+00,1.325042798834804858e-01,2.293967173318770536e-01,5.891999808953168882e-02,3.856354912875596935e-03,2.722323049001814776e-03,-4.117244014887962322e+01,2.220887396742172726e+00,3.175774459763080482e-01,5.295395942388682053e-01,2.167751578494566123e-01,2.555191844499202572e-02,7.221806340116231071e-02,3.267425977000866233e-01,4.173795799095973980e-01,2.148011688353155257e-01,-1.140651511936218165e-01,5.110304418952046901e-02,1.597941281110280276e-01,6.879767344870513397e-04,4.169255592260841790e-04,1.520862879280060753e-01,7.726152061792840829e-04,1.649717052570847178e-02,2.125948532523586109e-04,2.654847265086616170e-01,8.718915600049311713e-05,3.063156944121214840e-04,5.862756103054153969e-03,3.075087437896929440e-03,3.781036406663372236e-04,8.029289777467944755e-02
5.444646098003629552e-03,4.239276535538539542e-07,2.893522646213438687e+00,1.342172517644622254e-01,2.268575447545176926e-01,6.289999620043543183e-02,7.339643552417091099e-03,3.629764065335753034e-03,-4.117016894285960404e+01,1.864398931375454760e+00,1.153884137679925259e-01,2.728504559040300093e-01,-4.232518806828461377e-02,4.027991138019050565e-02,-6.457054299219636140e-02,1.333750208327326991e-01,-2.996171187707549408e-02,-2.394505057432142481e-01,1.407962571448439226e-01,2.786027471044112414e-01,2.140056491694848628e-02,5.552765844955773189e-04,7.269902234006239315e-05,8.307339771956546992e-02,7.500994001291697629e-04,4.102344042203281277e-02,1.038339710826574136e-03,2.060526191444068955e-01,5.685866680091670458e-05,2.506805857352617582e-04,1.748182898483072536e-04,4.971893599415482673e-02,2.837266558857500496e-04,5.865759819303936751e-02
